CDS	AT/GC	Sites
ENSG00000078795.ali	1.7389110558428313	1878
ENSG00000133739.ali	1.737690856064505	3081
ENSG00000139679.ali	1.7354703608247424	1035
ENSG00000166262.ali	1.7342566216134312	1470
ENSG00000205301.ali	1.7307145677062772	1122
ENSG00000115947.ali	1.7283512399647425	1308
ENSG00000188992.ali	1.728119231934764	1323
ENSG00000178966.ali	1.7267773290305126	1893
ENSG00000203910.ali	1.7237828285905794	543
ENSG00000123496.ali	1.7237638353243658	1161
ENSG00000155621.ali	1.7236607142857143	465
ENSG00000092140.ali	1.720998026669856	2124
ENSG00000165181.ali	1.7206663875289874	4401
ENSG00000075089.ali	1.7201226309921962	1191
ENSG00000166200.ali	1.717131666747256	1359
ENSG00000122958.ali	1.7161865522947553	981
ENSG00000186687.ali	1.7160522631824544	312
ENSG00000166266.ali	1.7149790726526606	2328
ENSG00000153006.ali	1.7141136801541426	465
ENSG00000177853.ali	1.711572919228472	4506
ENSG00000173988.ali	1.710515122873346	1767
ENSG00000131951.ali	1.7090811270908113	4272
ENSG00000139151.ali	1.7080240498812351	1917
ENSG00000145241.ali	1.7041400996805747	2853
ENSG00000138778.ali	1.7005160869481803	8397
ENSG00000143452.ali	1.6970206564085317	1188
ENSG00000113810.ali	1.6957277857986612	3870
ENSG00000162994.ali	1.6929670575931874	1761
ENSG00000156162.ali	1.6923859843438955	2160
ENSG00000137812.ali	1.692317118000245	7119
ENSG00000204006.ali	1.6890098673018032	687
ENSG00000151838.ali	1.6882984400012555	2313
ENSG00000174173.ali	1.6871903101486512	1245
ENSG00000218739.ali	1.6858529819694867	240
ENSG00000031691.ali	1.6814141165867846	810
ENSG00000141446.ali	1.679876677164104	2559
ENSG00000174928.ali	1.679846623237404	816
ENSG00000101745.ali	1.6795075652017113	6216
ENSG00000112701.ali	1.6794601645595022	3357
ENSG00000172209.ali	1.6775048808117814	1299
ENSG00000204979.ali	1.677167219327333	510
ENSG00000188649.ali	1.6771668873140722	3996
ENSG00000178460.ali	1.677076194629618	2046
ENSG00000162607.ali	1.676951827242525	2367
ENSG00000154479.ali	1.6745878742573868	1641
ENSG00000116668.ali	1.6744208994252165	2724
ENSG00000137871.ali	1.6740603677576038	2928
ENSG00000134152.ali	1.6730667962895451	912
ENSG00000024526.ali	1.6726061865820638	2439
ENSG00000152253.ali	1.67184994411779	678
ENSG00000006837.ali	1.6717120888853105	1770
ENSG00000139618.ali	1.6707469283125607	10431
ENSG00000154839.ali	1.6701708278580816	768
ENSG00000197969.ali	1.6689082084859803	9525
ENSG00000089048.ali	1.668596647501822	2586
ENSG00000083535.ali	1.6649773198185585	2271
ENSG00000138399.ali	1.6648831457271214	2496
ENSG00000185246.ali	1.6648476436817867	2019
ENSG00000176208.ali	1.6635611432854525	5640
ENSG00000145075.ali	1.663027365349773	2826
ENSG00000168619.ali	1.6582464905575958	2121
ENSG00000165813.ali	1.658204334365325	2724
ENSG00000100852.ali	1.656755530917704	4512
ENSG00000067900.ali	1.656178559453775	4062
ENSG00000166845.ali	1.6561277033985582	1608
ENSG00000143971.ali	1.6548048780487805	2715
ENSG00000139324.ali	1.6543639580030784	2748
ENSG00000179133.ali	1.6511801242236024	1290
ENSG00000082898.ali	1.6499655830998479	3216
ENSG00000075790.ali	1.649857448325018	723
ENSG00000176571.ali	1.6496121097445602	1308
ENSG00000181544.ali	1.649575078488687	2580
ENSG00000154265.ali	1.64740285169516	4932
ENSG00000114107.ali	1.6450091326950482	1797
ENSG00000154007.ali	1.644223774188855	885
ENSG00000172766.ali	1.643264705474032	2595
ENSG00000163281.ali	1.642488814741791	828
ENSG00000171657.ali	1.6420555885850179	1014
ENSG00000203965.ali	1.6418653481441343	1887
ENSG00000178750.ali	1.6410661847752428	882
ENSG00000096872.ali	1.6403288340034463	1803
ENSG00000182359.ali	1.638935164150975	1821
ENSG00000118412.ali	1.6375903641955234	5973
ENSG00000173198.ali	1.6367090698827027	1023
ENSG00000171659.ali	1.6355695568124866	1128
ENSG00000115355.ali	1.6351276265209158	5625
ENSG00000052802.ali	1.6336283185840708	885
ENSG00000005175.ali	1.6335760118460019	1998
ENSG00000112742.ali	1.63334573778696	2601
ENSG00000198146.ali	1.631958781077409	2118
ENSG00000179387.ali	1.6312106614156616	879
ENSG00000147687.ali	1.6305042871675628	894
ENSG00000106392.ali	1.6299461266951514	1086
ENSG00000165113.ali	1.629810250044334	1110
ENSG00000153130.ali	1.6297594584793909	297
ENSG00000127995.ali	1.629572702121119	2391
ENSG00000165410.ali	1.6295491199775611	498
ENSG00000105792.ali	1.6288246055339584	2826
ENSG00000133302.ali	1.6280410574419146	3180
ENSG00000156384.ali	1.6278244631185808	789
ENSG00000185480.ali	1.6276108937929	1740
ENSG00000138382.ali	1.6262855905597056	627
ENSG00000183395.ali	1.6260352125636464	501
ENSG00000151575.ali	1.6256099321495596	1179
ENSG00000092020.ali	1.6254658821874781	1359
ENSG00000248771.ali	1.6251808972503619	213
ENSG00000163104.ali	1.6245556162307342	3093
ENSG00000145723.ali	1.6227820025348543	1572
ENSG00000177409.ali	1.6220128610604163	4767
ENSG00000121621.ali	1.6213070828110445	2697
ENSG00000070367.ali	1.6207357955771693	2142
ENSG00000072571.ali	1.6205008961875695	2148
ENSG00000085224.ali	1.620211693548387	7494
ENSG00000110318.ali	1.6192326905784793	3324
ENSG00000164114.ali	1.6187496820794547	1962
ENSG00000102595.ali	1.6186333260832064	4533
ENSG00000111711.ali	1.6183261183261184	414
ENSG00000106809.ali	1.6178184845961698	897
ENSG00000164118.ali	1.617816010639803	1164
ENSG00000129317.ali	1.6176629443106343	2106
ENSG00000080345.ali	1.6174089687861777	7497
ENSG00000133703.ali	1.6173778865595403	684
ENSG00000057468.ali	1.6159606726086557	2814
ENSG00000179476.ali	1.6154829824906551	933
ENSG00000154589.ali	1.6141518402824935	480
ENSG00000183137.ali	1.6140698134736744	1383
ENSG00000055332.ali	1.613661888088789	1647
ENSG00000125703.ali	1.6117922425323228	1374
ENSG00000174016.ali	1.6114649681528663	1170
ENSG00000186952.ali	1.6113388112093816	1953
ENSG00000132950.ali	1.6080198002172326	2010
ENSG00000164221.ali	1.6079503316169772	1500
ENSG00000163029.ali	1.6077982071822698	3300
ENSG00000136546.ali	1.6073299462988313	5052
ENSG00000048405.ali	1.6072907276977373	2004
ENSG00000121931.ali	1.6063884248531553	2307
ENSG00000234828.ali	1.605969997972836	1461
ENSG00000150681.ali	1.6059447618229457	705
ENSG00000250821.ali	1.605927297985645	516
ENSG00000149231.ali	1.6052885001203756	1674
ENSG00000198157.ali	1.6052575488454708	1053
ENSG00000122482.ali	1.60493579763538	3993
ENSG00000164134.ali	1.6049123070567468	2598
ENSG00000112237.ali	1.6042100480823838	849
ENSG00000150783.ali	1.6039081582804104	372
ENSG00000234545.ali	1.603044296220284	744
ENSG00000114204.ali	1.6028918419889215	1218
ENSG00000113966.ali	1.602087706359562	561
ENSG00000173769.ali	1.602073705589733	4986
ENSG00000138468.ali	1.6015901151641425	3168
ENSG00000143952.ali	1.6010598109084968	2934
ENSG00000151806.ali	1.6009238869480271	1950
ENSG00000166669.ali	1.6007827788649707	2085
ENSG00000126777.ali	1.600605948471252	4074
ENSG00000171757.ali	1.6003210681887676	1233
ENSG00000092439.ali	1.6001084533349401	5613
ENSG00000203952.ali	1.5992532414245857	981
ENSG00000174799.ali	1.5980799309638098	3420
ENSG00000151287.ali	1.5972398130759489	675
ENSG00000106819.ali	1.5966375215889466	1128
ENSG00000203733.ali	1.5964632786362911	618
ENSG00000117620.ali	1.5963774511685023	978
ENSG00000197498.ali	1.595981135944228	921
ENSG00000180881.ali	1.5958495403111739	1809
ENSG00000135968.ali	1.5954232688859815	5070
ENSG00000133962.ali	1.5953125194585238	3336
ENSG00000163584.ali	1.5951913640824338	366
ENSG00000070081.ali	1.5950245595171184	1254
ENSG00000169288.ali	1.5935595567867036	984
ENSG00000180336.ali	1.5935083554657203	2814
ENSG00000151687.ali	1.5934430374099329	4296
ENSG00000173588.ali	1.5932370273487442	2106
ENSG00000056277.ali	1.5930077993625984	2235
ENSG00000086288.ali	1.5912365611260946	1785
ENSG00000154415.ali	1.591064004751245	3399
ENSG00000183346.ali	1.5904915590863953	813
ENSG00000183735.ali	1.5904864924075417	2190
ENSG00000119969.ali	1.590381667283396	2511
ENSG00000164306.ali	1.5901354703300896	1698
ENSG00000121895.ali	1.5893918609967992	915
ENSG00000071189.ali	1.5882052047145079	2871
ENSG00000164332.ali	1.5877116028202878	954
ENSG00000197223.ali	1.587484561547962	423
ENSG00000136169.ali	1.5872531175258353	2103
ENSG00000077097.ali	1.586906159554498	4821
ENSG00000253148.ali	1.5868070477009024	456
ENSG00000197889.ali	1.5864854939405069	264
ENSG00000132972.ali	1.586015158629016	4851
ENSG00000136104.ali	1.5855434428896844	897
ENSG00000001631.ali	1.585524078934842	2208
ENSG00000174448.ali	1.5854723926380367	687
ENSG00000177879.ali	1.5830625119480024	579
ENSG00000155833.ali	1.5828387734915925	1530
ENSG00000172322.ali	1.5825232113599126	807
ENSG00000115841.ali	1.5823773257495422	1260
ENSG00000071794.ali	1.5821899973961984	3048
ENSG00000165164.ali	1.5820194857570606	9438
ENSG00000254004.ali	1.581586518701192	1431
ENSG00000077147.ali	1.5811902363151105	1725
ENSG00000136051.ali	1.5788795424253925	3522
ENSG00000177483.ali	1.5787669788239265	3186
ENSG00000163507.ali	1.5778542857461197	2736
ENSG00000081320.ali	1.5769080453352688	1116
ENSG00000039319.ali	1.5766660107346664	4680
ENSG00000147874.ali	1.5761359974218498	2880
ENSG00000162614.ali	1.575993194639286	2034
ENSG00000108094.ali	1.5757745880496465	2235
ENSG00000156256.ali	1.575310025209442	2487
ENSG00000058063.ali	1.5751283006373644	3510
ENSG00000137500.ali	1.5747819938722603	690
ENSG00000175105.ali	1.574557452235261	3408
ENSG00000162618.ali	1.5739985642498204	2232
ENSG00000174718.ali	1.5737454911945683	5400
ENSG00000172404.ali	1.5735823690401882	945
ENSG00000159593.ali	1.5726873115057853	1614
ENSG00000138483.ali	1.5720285594288115	993
ENSG00000167904.ali	1.57131291323708	990
ENSG00000082269.ali	1.5709146523921933	4569
ENSG00000244754.ali	1.570375475086664	2850
ENSG00000153237.ali	1.5697998167336293	1800
ENSG00000171320.ali	1.569764871895136	1866
ENSG00000138190.ali	1.5684716783965151	2421
ENSG00000116266.ali	1.5666202219275127	1788
ENSG00000187790.ali	1.5663244893060049	6183
ENSG00000157181.ali	1.5660242683797287	1371
ENSG00000156876.ali	1.5658943466172381	1977
ENSG00000221914.ali	1.5657307549274824	1341
ENSG00000132554.ali	1.5656537794189616	3783
ENSG00000204193.ali	1.5655893536121672	378
ENSG00000163806.ali	1.565166423928102	939
ENSG00000118507.ali	1.5639100498095517	1011
ENSG00000101596.ali	1.5638633746397854	6015
ENSG00000182287.ali	1.5636363636363637	480
ENSG00000138160.ali	1.5626104023552503	3165
ENSG00000171862.ali	1.5624110723062994	1212
ENSG00000135655.ali	1.562194921858977	2952
ENSG00000177414.ali	1.5621136230314516	846
ENSG00000121864.ali	1.561166528124134	1455
ENSG00000111647.ali	1.560775462616962	4389
ENSG00000122008.ali	1.5606734511349079	2646
ENSG00000164815.ali	1.560606410226827	1305
ENSG00000169064.ali	1.5605778778512789	2520
ENSG00000143228.ali	1.5602774799220955	1392
ENSG00000180628.ali	1.559765467044076	771
ENSG00000197140.ali	1.559757531891794	2202
ENSG00000096968.ali	1.559061849539102	3396
ENSG00000197121.ali	1.5590233175850732	2766
ENSG00000139687.ali	1.5590181569253838	2793
ENSG00000205678.ali	1.5583760969240579	1089
ENSG00000136824.ali	1.5583588444350611	3579
ENSG00000115942.ali	1.5577668193025713	1734
ENSG00000164187.ali	1.557479930492726	2085
ENSG00000153975.ali	1.557445043550394	1737
ENSG00000172469.ali	1.557258589349431	1386
ENSG00000173915.ali	1.5566277298120874	174
ENSG00000088035.ali	1.5563304612265585	1530
ENSG00000173451.ali	1.5561664564943254	654
ENSG00000127914.ali	1.5558319881513039	11745
ENSG00000120832.ali	1.5555423758970406	1155
ENSG00000122545.ali	1.5552802359882005	1239
ENSG00000177888.ali	1.5550773728046772	2733
ENSG00000151466.ali	1.5549221488803966	2055
ENSG00000173597.ali	1.5548976484520385	888
ENSG00000135317.ali	1.5547830715996807	2841
ENSG00000106013.ali	1.5545234009821904	768
ENSG00000124786.ali	1.5544385579532238	1200
ENSG00000135315.ali	1.5541260769296033	4221
ENSG00000166323.ali	1.5534204775060823	816
ENSG00000071073.ali	1.5525216893888836	1605
ENSG00000003436.ali	1.552507204610951	930
ENSG00000198887.ali	1.552118555244666	3309
ENSG00000153044.ali	1.5520216144475518	684
ENSG00000138398.ali	1.5513072924870057	2277
ENSG00000100522.ali	1.5509203196899977	555
ENSG00000258484.ali	1.5508836075563681	1074
ENSG00000138081.ali	1.5505236674273009	2550
ENSG00000173960.ali	1.5504571903574398	780
ENSG00000100575.ali	1.5502727981293842	267
ENSG00000162980.ali	1.5501385041551246	537
ENSG00000163946.ali	1.549616092967757	5001
ENSG00000174130.ali	1.549507837489176	2391
ENSG00000148950.ali	1.5491147540983607	498
ENSG00000128708.ali	1.5487518246369283	1257
ENSG00000188994.ali	1.548540033922096	8199
ENSG00000214954.ali	1.548155435317265	1041
ENSG00000115540.ali	1.5480638887251723	675
ENSG00000121211.ali	1.5480172566633177	615
ENSG00000105793.ali	1.5471687785653685	1152
ENSG00000137948.ali	1.5466697395713298	2817
ENSG00000077232.ali	1.545183649672864	2376
ENSG00000108055.ali	1.5450955434800346	3651
ENSG00000121749.ali	1.5449109636871508	2064
ENSG00000163012.ali	1.5445325582130107	1908
ENSG00000087502.ali	1.5444060295948001	1122
ENSG00000114346.ali	1.543758999028942	2733
ENSG00000275052.ali	1.5425120711723928	2457
ENSG00000128915.ali	1.5424993511549443	2982
ENSG00000244588.ali	1.5423329273563038	1668
ENSG00000203933.ali	1.5421582019123308	1029
ENSG00000142731.ali	1.5402918364664124	2922
ENSG00000162039.ali	1.539987489947279	1422
ENSG00000104755.ali	1.5397722684325286	2202
ENSG00000102189.ali	1.5390061892130857	4275
ENSG00000178295.ali	1.5388731907041115	2745
ENSG00000138587.ali	1.5387566357000664	1488
ENSG00000114209.ali	1.5380131163468544	636
ENSG00000198898.ali	1.5377558787004768	858
ENSG00000277161.ali	1.5364795039614192	1515
ENSG00000165325.ali	1.5362547842269743	1812
ENSG00000187109.ali	1.536136136136136	1176
ENSG00000061676.ali	1.5357250101566777	3321
ENSG00000169435.ali	1.5355400592583726	1017
ENSG00000171155.ali	1.5353554080611072	954
ENSG00000169989.ali	1.5351349156396565	1539
ENSG00000165490.ali	1.5346798699504878	3009
ENSG00000155903.ali	1.534358961393573	2421
ENSG00000152904.ali	1.5337397069832104	900
ENSG00000196776.ali	1.533402922755741	978
ENSG00000197045.ali	1.5332266976879454	429
ENSG00000164163.ali	1.532846093563665	1797
ENSG00000064225.ali	1.5325091726440354	996
ENSG00000152056.ali	1.5320599352051836	465
ENSG00000254685.ali	1.5319217714562794	1791
ENSG00000171806.ali	1.5318672504261222	1119
ENSG00000221886.ali	1.5317542342494357	1782
ENSG00000196335.ali	1.5315816124345032	3072
ENSG00000148634.ali	1.5314181531487139	3171
ENSG00000036257.ali	1.5306399770036847	2238
ENSG00000078177.ali	1.530485222889295	5370
ENSG00000164675.ali	1.5302096012626905	2388
ENSG00000129810.ali	1.5296921462305404	1584
ENSG00000168216.ali	1.529517530716212	1626
ENSG00000117533.ali	1.5295062810400233	423
ENSG00000135241.ali	1.5290855050156573	2358
ENSG00000205858.ali	1.5286411507834574	792
ENSG00000033178.ali	1.5285617204988806	3147
ENSG00000144161.ali	1.5275964594511466	930
ENSG00000111832.ali	1.5274945108563065	729
ENSG00000112851.ali	1.5264539634064669	4398
ENSG00000092108.ali	1.5263809401324673	1926
ENSG00000122970.ali	1.5254371897670866	2031
ENSG00000163285.ali	1.5253119270157864	1401
ENSG00000204186.ali	1.5249157528751003	7452
ENSG00000198919.ali	1.524745053604114	3636
ENSG00000101574.ali	1.5246657245352755	1422
ENSG00000101251.ali	1.524662450313008	2067
ENSG00000133641.ali	1.5244259567387688	975
ENSG00000075303.ali	1.524328707875293	1014
ENSG00000151962.ali	1.524280521956742	1599
ENSG00000066557.ali	1.5240560491246407	1812
ENSG00000090402.ali	1.523736101332992	5478
ENSG00000146350.ali	1.523706269886765	3900
ENSG00000165338.ali	1.5233648568216387	2289
ENSG00000123106.ali	1.5233616671236634	1326
ENSG00000153922.ali	1.5233065908398498	5163
ENSG00000146802.ali	1.5223162482664931	2091
ENSG00000032219.ali	1.5219646851649136	3789
ENSG00000185982.ali	1.5218951902368987	288
ENSG00000136866.ali	1.521800929660789	1821
ENSG00000120160.ali	1.5215089747490114	735
ENSG00000108381.ali	1.5210526315789474	939
ENSG00000187118.ali	1.5209969630327782	312
ENSG00000158290.ali	1.5209087300660766	2730
ENSG00000188958.ali	1.520862470862471	357
ENSG00000175305.ali	1.5207413504951484	1221
ENSG00000174125.ali	1.5207392735428622	2376
ENSG00000139304.ali	1.5206305695610653	6933
ENSG00000151239.ali	1.520285154815812	1047
ENSG00000128590.ali	1.52014652014652	672
ENSG00000078098.ali	1.5197273937906364	2286
ENSG00000196678.ali	1.5195954292773317	2079
ENSG00000153214.ali	1.5192496581476418	1590
ENSG00000152942.ali	1.519127807854515	2058
ENSG00000151304.ali	1.5188515736856647	1290
ENSG00000149311.ali	1.5185480192751333	9201
ENSG00000163728.ali	1.5180750570969093	2334
ENSG00000163600.ali	1.5179826795720834	603
ENSG00000155330.ali	1.5176718194353727	465
ENSG00000213809.ali	1.5175707113995347	600
ENSG00000124795.ali	1.5169806755980282	1137
ENSG00000115604.ali	1.5160412543766175	1644
ENSG00000170571.ali	1.5159256679983872	894
ENSG00000164299.ali	1.5157168097957843	1236
ENSG00000154511.ali	1.5155178979436406	1251
ENSG00000180376.ali	1.5154735272184936	2883
ENSG00000166432.ali	1.5153754171797755	2187
ENSG00000185222.ali	1.5150328303190876	315
ENSG00000101773.ali	1.5150105708245243	2709
ENSG00000151422.ali	1.5148203302039496	2469
ENSG00000214642.ali	1.5147721582373561	237
ENSG00000126787.ali	1.5147544420567116	2553
ENSG00000136021.ali	1.514541135283821	2793
ENSG00000120688.ali	1.5135363790186125	1191
ENSG00000150676.ali	1.5134444983529531	1242
ENSG00000189050.ali	1.513038220913727	1200
ENSG00000165525.ali	1.5127689138038427	3249
ENSG00000116750.ali	1.5119420454904937	990
ENSG00000094975.ali	1.5117548422421463	3669
ENSG00000136492.ali	1.511644243679919	3720
ENSG00000162594.ali	1.511547951965784	1896
ENSG00000053770.ali	1.5110346345465095	1467
ENSG00000101974.ali	1.5108170480770324	3369
ENSG00000109184.ali	1.5106007703106439	855
ENSG00000075292.ali	1.5104856930565453	6003
ENSG00000023318.ali	1.5101924039768257	1218
ENSG00000145384.ali	1.510016155088853	396
ENSG00000178338.ali	1.5100021649707729	1839
ENSG00000172244.ali	1.5098544500119304	1920
ENSG00000162779.ali	1.5097333681426577	3090
ENSG00000163092.ali	1.509634255129349	10047
ENSG00000184898.ali	1.5092835820895523	1074
ENSG00000169131.ali	1.5090254727184576	1827
ENSG00000163006.ali	1.5088027590737396	2007
ENSG00000154997.ali	1.5086474902659142	1263
ENSG00000155085.ali	1.5086203746336615	5760
ENSG00000185697.ali	1.5081435372624528	2262
ENSG00000145309.ali	1.508127533324976	1197
ENSG00000138036.ali	1.5081020513704533	1053
ENSG00000105821.ali	1.5078435078435077	1866
ENSG00000081870.ali	1.507472724555373	429
ENSG00000144426.ali	1.507222008054528	8079
ENSG00000083937.ali	1.5071480848987557	642
ENSG00000139974.ali	1.506740523224773	1383
ENSG00000101972.ali	1.50656854252267	3813
ENSG00000134588.ali	1.50631019594819	2793
ENSG00000152952.ali	1.5060751262086078	2286
ENSG00000077254.ali	1.506054229146238	2748
ENSG00000232113.ali	1.5056470137825422	543
ENSG00000044459.ali	1.5056298028733712	4239
ENSG00000117477.ali	1.505532974192419	1530
ENSG00000080986.ali	1.5054092795171634	1932
ENSG00000105835.ali	1.5051745491949535	1473
ENSG00000203970.ali	1.5044384407564646	204
ENSG00000121879.ali	1.5042806845319565	3204
ENSG00000165805.ali	1.5041497780351283	1266
ENSG00000137628.ali	1.5035466482766386	5115
ENSG00000138755.ali	1.5034902597402597	378
ENSG00000138430.ali	1.50347894482091	1188
ENSG00000164323.ali	1.5034613436391948	1674
ENSG00000151725.ali	1.5031188443860801	1212
ENSG00000139168.ali	1.5029286323571225	651
ENSG00000137770.ali	1.5025898875186927	1398
ENSG00000087301.ali	1.502528892266569	2481
ENSG00000115339.ali	1.5024820149379114	1899
ENSG00000106615.ali	1.5024322446143155	552
ENSG00000155096.ali	1.5023206502532689	1344
ENSG00000124207.ali	1.5022449185964202	2913
ENSG00000117155.ali	1.5017230397360728	1851
ENSG00000152763.ali	1.5016263100831224	2448
ENSG00000115514.ali	1.501612036539495	678
ENSG00000113356.ali	1.501452969666072	675
ENSG00000104112.ali	1.501188876253489	1413
ENSG00000176018.ali	1.5011611121571582	921
ENSG00000179941.ali	1.5008982569700626	2166
ENSG00000105865.ali	1.5008235145065247	951
ENSG00000144366.ali	1.5003932363350374	912
ENSG00000164342.ali	1.5	2715
ENSG00000079134.ali	1.499801009280927	1974
ENSG00000065548.ali	1.4996689107162564	1278
ENSG00000107614.ali	1.4993435218738511	1176
ENSG00000184564.ali	1.499057555969015	2532
ENSG00000072133.ali	1.4990010540060095	2259
ENSG00000009413.ali	1.4987293682778449	9429
ENSG00000120498.ali	1.498653404743688	2727
ENSG00000171204.ali	1.4985918228610275	690
ENSG00000137944.ali	1.498262993926082	1365
ENSG00000165972.ali	1.4981063817760443	1692
ENSG00000131013.ali	1.4979001111705852	1476
ENSG00000004897.ali	1.4977074342879562	2478
ENSG00000075945.ali	1.4974582425562817	2382
ENSG00000023287.ali	1.4974250084260194	4782
ENSG00000088451.ali	1.4970458936521716	1065
ENSG00000197953.ali	1.496623054585794	1203
ENSG00000162929.ali	1.496453795035313	2154
ENSG00000101557.ali	1.4960978357068146	1482
ENSG00000109805.ali	1.4959255961598017	3060
ENSG00000004766.ali	1.495849855155836	2898
ENSG00000178591.ali	1.4955156950672646	309
ENSG00000198839.ali	1.4948970850975305	1311
ENSG00000156531.ali	1.4945316469235501	1098
ENSG00000169193.ali	1.4943772241992883	420
ENSG00000100815.ali	1.4941714159852426	5958
ENSG00000115421.ali	1.4941533245931164	2226
ENSG00000102384.ali	1.49413879573401	2247
ENSG00000169245.ali	1.4941048251263251	294
ENSG00000164190.ali	1.4938639587230456	8466
ENSG00000106701.ali	1.493795306548716	1530
ENSG00000005700.ali	1.4933595850103893	4065
ENSG00000147669.ali	1.4926310703068375	174
ENSG00000198015.ali	1.4923640167364016	432
ENSG00000057663.ali	1.4923554176822513	831
ENSG00000164985.ali	1.4921203151873925	1593
ENSG00000165392.ali	1.4917379119514704	4335
ENSG00000164070.ali	1.4913465220165922	2526
ENSG00000011405.ali	1.4913448036776573	5076
ENSG00000104497.ali	1.490533856387515	1032
ENSG00000157502.ali	1.490349119291214	2118
ENSG00000067064.ali	1.4902896995708155	684
ENSG00000140307.ali	1.4901724829522665	327
ENSG00000049130.ali	1.489756269869304	822
ENSG00000091039.ali	1.489469854011379	2673
ENSG00000188655.ali	1.4894409937888198	567
ENSG00000119878.ali	1.4892214315613228	306
ENSG00000005436.ali	1.488645563193787	2325
ENSG00000122643.ali	1.4881615598885793	993
ENSG00000106052.ali	1.488132806491819	2460
ENSG00000086200.ali	1.487808700012536	2925
ENSG00000170312.ali	1.487596020652311	891
ENSG00000115816.ali	1.4875556914070822	3213
ENSG00000175054.ali	1.4872522294265815	7950
ENSG00000172817.ali	1.4869298425035795	1449
ENSG00000163322.ali	1.486590130722107	1230
ENSG00000104237.ali	1.4865398587849545	6483
ENSG00000072756.ali	1.486534124782913	1302
ENSG00000135338.ali	1.4863864922004457	2118
ENSG00000150773.ali	1.4863077496274217	948
ENSG00000101977.ali	1.486295484813335	2964
ENSG00000083642.ali	1.4862854585366894	4353
ENSG00000154438.ali	1.4859734622000165	1431
ENSG00000151338.ali	1.4859550561797752	1326
ENSG00000185842.ali	1.4859063689134182	13602
ENSG00000180346.ali	1.4858175126789641	1569
ENSG00000127074.ali	1.485756750061927	477
ENSG00000169139.ali	1.4854594804187669	435
ENSG00000158411.ali	1.4851737240001568	747
ENSG00000137959.ali	1.4850736973219847	1206
ENSG00000173681.ali	1.4848538529672277	2172
ENSG00000136108.ali	1.4846779565933874	2067
ENSG00000135049.ali	1.4844898356506644	3675
ENSG00000100485.ali	1.484429516820416	4002
ENSG00000109929.ali	1.4844185806273889	897
ENSG00000131747.ali	1.4843105897943971	4635
ENSG00000162616.ali	1.4842754058929646	1011
ENSG00000144182.ali	1.484140379466884	1119
ENSG00000173145.ali	1.4839873371125671	2400
ENSG00000163714.ali	1.4839321591384251	3090
ENSG00000165929.ali	1.4838180909545227	1473
ENSG00000198001.ali	1.4835712909647452	1386
ENSG00000183977.ali	1.4835130344878518	1899
ENSG00000065243.ali	1.4833264802631578	2955
ENSG00000147180.ali	1.482739278976085	2436
